tenant,role,module,action,method,route,expected,ok,status
TENANT_A,admin,payroll,update,PUT,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],allow,false,500
TENANT_B,none,payroll,update,PUT,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_B,read,payroll,update,PUT,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_B,editor,payroll,update,PUT,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],allow,false,500
TENANT_B,admin,payroll,update,PUT,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],allow,false,500
TENANT_A,none,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_A,read,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_A,editor,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_A,admin,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_B,none,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_B,read,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_B,editor,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_B,admin,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/sueldo-base/[estructura_id],deny,false,500
TENANT_A,none,payroll,update,PUT,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_A,read,payroll,update,PUT,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_A,editor,payroll,update,PUT,/api/payroll/estructuras/instalacion/items/[id],allow,false,500
TENANT_A,admin,payroll,update,PUT,/api/payroll/estructuras/instalacion/items/[id],allow,false,500
TENANT_B,none,payroll,update,PUT,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_B,read,payroll,update,PUT,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_B,editor,payroll,update,PUT,/api/payroll/estructuras/instalacion/items/[id],allow,false,500
TENANT_B,admin,payroll,update,PUT,/api/payroll/estructuras/instalacion/items/[id],allow,false,500
TENANT_A,none,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_A,read,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_A,editor,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_A,admin,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_B,none,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_B,read,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_B,editor,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_B,admin,payroll,delete,DELETE,/api/payroll/estructuras/instalacion/items/[id],deny,false,500
TENANT_A,none,pauta-diaria,read:detail,GET,/api/pauta-diaria/turno-extra/planillas/[id]/descargar,deny,false,500
TENANT_A,read,pauta-diaria,read:detail,GET,/api/pauta-diaria/turno-extra/planillas/[id]/descargar,allow,false,500
TENANT_A,editor,pauta-diaria,read:detail,GET,/api/pauta-diaria/turno-extra/planillas/[id]/descargar,allow,false,500
TENANT_A,admin,pauta-diaria,read:detail,GET,/api/pauta-diaria/turno-extra/planillas/[id]/descargar,allow,false,500
TENANT_B,none,pauta-diaria,read:detail,GET,/api/pauta-diaria/turno-extra/planillas/[id]/descargar,deny,false,500
TENANT_B,read,pauta-diaria,read:detail,GET,/api/pauta-diaria/turno-extra/planillas/[id]/descargar,allow,false,500
TENANT_B,editor,pauta-diaria,read:detail,GET,/api/pauta-diaria/turno-extra/planillas/[id]/descargar,allow,false,500
TENANT_B,admin,pauta-diaria,read:detail,GET,/api/pauta-diaria/turno-extra/planillas/[id]/descargar,allow,false,500
TENANT_A,none,pauta-diaria,delete,DELETE,/api/pauta-diaria/turno-extra/planillas/[id]/eliminar,deny,false,500
TENANT_A,read,pauta-diaria,delete,DELETE,/api/pauta-diaria/turno-extra/planillas/[id]/eliminar,deny,false,500
TENANT_A,editor,pauta-diaria,delete,DELETE,/api/pauta-diaria/turno-extra/planillas/[id]/eliminar,deny,false,500
TENANT_A,admin,pauta-diaria,delete,DELETE,/api/pauta-diaria/turno-extra/planillas/[id]/eliminar,deny,false,500
TENANT_B,none,pauta-diaria,delete,DELETE,/api/pauta-diaria/turno-extra/planillas/[id]/eliminar,deny,false,500
TENANT_B,read,pauta-diaria,delete,DELETE,/api/pauta-diaria/turno-extra/planillas/[id]/eliminar,deny,false,500
TENANT_B,editor,pauta-diaria,delete,DELETE,/api/pauta-diaria/turno-extra/planillas/[id]/eliminar,deny,false,500
TENANT_B,admin,pauta-diaria,delete,DELETE,/api/pauta-diaria/turno-extra/planillas/[id]/eliminar,deny,false,500
TENANT_A,none,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/planillas/[id]/marcar-pagada,deny,false,500
TENANT_A,read,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/planillas/[id]/marcar-pagada,deny,false,500
TENANT_A,editor,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/planillas/[id]/marcar-pagada,deny,false,500
TENANT_A,admin,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/planillas/[id]/marcar-pagada,deny,false,500
TENANT_B,none,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/planillas/[id]/marcar-pagada,deny,false,500
TENANT_B,read,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/planillas/[id]/marcar-pagada,deny,false,500
TENANT_B,editor,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/planillas/[id]/marcar-pagada,deny,false,500
TENANT_B,admin,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/planillas/[id]/marcar-pagada,deny,false,500
